triple_index,Academic Year,State/District/School,Test Name,Subject,School,Grade,Score Count,Mean Scale Score,Standard Deviation,% Participation,School Code,_x,_x,Charter Y/N,_x,Physical Address,City,State,Zip Code,Phone,Low grade,High grade,Congressional District,District Setting,Combined Address,Latitude,Longitude,geometry,COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME	,SCHOOL NAME,K-12 COUNT,FREE LUNCH,REDUCED LUNCH,PAID LUNCH,FREE AND REDUCED COUNT,% FREE,% REDUCED,% FREE AND REDUCED,FRL % RANGE,PK-12 Pupil Membership,SPED Count,SPED Pct,EL Count,EL Pct,Homeless Count,Homeless Pct,Gifted and Talented Count,GT Pct,Online Count,Online Pct,Section 504 Count,Section 504 Pct,Immigrant Count,Immigrant Pct,Migrant Count,Migrant Pct,_x,_x,Distr Code,Distr Name,_x,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,_x,School Year,_x,_x,2019-2020 Students Counted,Total Days in Session Reported,Attendance Rate*,Truancy Rate** ,Total Days Attended for all Students,Total Student Days Excused Absence for all Students,Total Student Days Unexcused Absence for all Students,Total Days Possible Attendance for all Students,County Code,County Name,School Name,Teacher FTE,Pupil/Teacher FTE Ratio,District Code,District,Total FTE,Average Salary,Total FTE.1,Average Salary.1,Total FTE.2,Average Salary.2,num_from_RORCO,Capacity,is_RORCO,nearby_students,is_rural
2014-15_Grade 05_3578,2014-15,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,59,729.35593220339,26.414966180939,0.96875,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,61.6,77,1,2823,1
2015-16_Grade 03_3578,2015-16,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),Grade 03,77,702.233766233766,33.595463393572,0.975903614457,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,30.19999999999996,99,0,2823,1
2015-16_Grade 04_3578,2015-16,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,,Grade 04,64,722.65625,35.180360118896,0.948717948717,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,28.399999999999977,93,0,2823,1
2015-16_Grade 05_3578,2015-16,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,77,723.116883116883,24.793873408127,0.929411764705,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,61.6,77,1,2823,1
2016-17_Grade 03_3578,2016-17,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),Grade 03,68,704.352941176471,28.326858045726,0.802083333333,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,56.19999999999996,99,0,2823,1
2016-17_Grade 04_3578,2016-17,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,,Grade 04,51,719.588235294118,27.326307083532,0.705882352941,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,34.39999999999995,93,0,2823,1
2016-17_Grade 05_3578,2016-17,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,42,726.404761904762,33.769707542454,0.621621621621,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,61.6,77,1,2823,1
2017-18_Grade 03_3578,2017-18,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),Grade 03,66,724.393939393939,32.395573671,0.867469879518,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,63.4,99,0,2823,1
2017-18_Grade 04_3578,2017-18,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,,Grade 04,77,723.103896103896,25.505718871401,0.833333333333,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,51.39999999999992,93,0,2823,1
2017-18_Grade 05_3578,2017-18,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,61,731.803278688525,27.059699229747,0.727272727272,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,61.6,77,1,2823,1
2018-19_Grade 03_3578,2018-19,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),Grade 03,79,707,35.635620324296,0.946236559139,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,79.2,99,1,2823,1
2018-19_Grade 04_3578,2018-19,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,,Grade 04,64,729.46875,34.357120169612,0.786516853932,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,71.39999999999995,93,1,2823,1
2018-19_Grade 05_3578,2018-19,GARFIELD 16 (1220): BEA UNDERWOOD ELEMENTARY SCHOOL (3578),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,74,732.391891891892,27.47393163818,0.718181818181,3578,1220,Garfield 16,N,Bea Underwood Elementary School,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703.0,20,50,3,Remote,"0741 TAMARISK TRAIL, PARACHUTE, CO",39.42906430000001,-108.04764,POINT (-12027808.266214937 4783319.037911014),23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,369,173,54,142,227,0.469,0.146,0.615,50%-75%,369,41,0.111,108,0.293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Bea Underwood Elementary School,0,0,0,0,100,99,93,77,0,0,0,0,0,0,0,369,2019-2020,1220,Garfield 16,388,140,0.93,0.017,46553.6,2640.3,844.0,50038.0,23,GARFIELD,Bea Underwood Elementary School,23.0,16:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,61.6,77,1,2823,1
2014-15_Grade 09_3586,2014-15,GARFIELD 16 (1220): GRAND VALLEY HIGH SCHOOL (3586),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): GRAND VALLEY HIGH SCHOOL (3586),Grade 09,53,738.207547169811,28.789259809977,0.788732394366,3586,1220,Garfield 16,N,Grand Valley High School,800 CARDINAL WAY,PARACHUTE,CO,81635,9702855705.0,90,120,3,Remote,"800 CARDINAL WAY, PARACHUTE, CO",39.4419607,-108.0587392,POINT (-12029043.82350715 4785177.831531065),23,GARFIELD,1220,Garfield 16,Grand Valley High School,317,117,28,172,145,0.369,0.088,0.457,25%-50%,317,33,0.104,36,0.114,5,0.016,13,0.041,0,0.0,8,0.025,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley High School,0,0,0,0,0,0,0,0,0,0,0,91,93,60,73,317,2019-2020,1220,Garfield 16,364,141,0.937,0.015,44967.1,2315.6,731.3,48014.0,23,GARFIELD,Grand Valley High School,21.0,15:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,91,0,2823,1
2015-16_Grade 09_3586,2015-16,GARFIELD 16 (1220): GRAND VALLEY HIGH SCHOOL (3586),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): GRAND VALLEY HIGH SCHOOL (3586),Grade 09,62,727.548387096774,29.206824611951,0.774193548387,3586,1220,Garfield 16,N,Grand Valley High School,800 CARDINAL WAY,PARACHUTE,CO,81635,9702855705.0,90,120,3,Remote,"800 CARDINAL WAY, PARACHUTE, CO",39.4419607,-108.0587392,POINT (-12029043.82350715 4785177.831531065),23,GARFIELD,1220,Garfield 16,Grand Valley High School,317,117,28,172,145,0.369,0.088,0.457,25%-50%,317,33,0.104,36,0.114,5,0.016,13,0.041,0,0.0,8,0.025,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley High School,0,0,0,0,0,0,0,0,0,0,0,91,93,60,73,317,2019-2020,1220,Garfield 16,364,141,0.937,0.015,44967.1,2315.6,731.3,48014.0,23,GARFIELD,Grand Valley High School,21.0,15:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,91,0,2823,1
2016-17_Grade 09_3586,2016-17,GARFIELD 16 (1220): GRAND VALLEY HIGH SCHOOL (3586),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): GRAND VALLEY HIGH SCHOOL (3586),Grade 09,44,724.386363636364,26.802651646927,0.546511627906,3586,1220,Garfield 16,N,Grand Valley High School,800 CARDINAL WAY,PARACHUTE,CO,81635,9702855705.0,90,120,3,Remote,"800 CARDINAL WAY, PARACHUTE, CO",39.4419607,-108.0587392,POINT (-12029043.82350715 4785177.831531065),23,GARFIELD,1220,Garfield 16,Grand Valley High School,317,117,28,172,145,0.369,0.088,0.457,25%-50%,317,33,0.104,36,0.114,5,0.016,13,0.041,0,0.0,8,0.025,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley High School,0,0,0,0,0,0,0,0,0,0,0,91,93,60,73,317,2019-2020,1220,Garfield 16,364,141,0.937,0.015,44967.1,2315.6,731.3,48014.0,23,GARFIELD,Grand Valley High School,21.0,15:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,91,0,2823,1
2014-15_Grade 06_8274,2014-15,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),Grade 06,71,721.661971830986,26.186116093386,0.886363636363,8274,1220,Garfield 16,N,Grand Valley Middle School,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707.0,60,80,3,Remote,"0364 SIPRELLE DRIVE, PARACHUTE, CO",39.4454274,-108.0182813,POINT (-12024540.070680585 4785677.555232713),23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,241,98,27,116,125,0.407,0.112,0.519,50%-75%,241,29,0.12,45,0.187,0,0.0,10,0.041,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,0,0,0,0,0,0,0,0,80,85,76,0,0,0,0,241,2019-2020,1220,Garfield 16,298,140,0.917,0.019,35784.1,2477.9,741.9,39004.0,23,GARFIELD,Grand Valley Middle School,18.0,13:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,80,0,2823,1
2014-15_Grade 07_8274,2014-15,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),CMAS - English Language Arts and Math,English Language Arts,,Grade 07,69,727.188405797101,31.479813962713,0.915662650602,8274,1220,Garfield 16,N,Grand Valley Middle School,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707.0,60,80,3,Remote,"0364 SIPRELLE DRIVE, PARACHUTE, CO",39.4454274,-108.0182813,POINT (-12024540.070680585 4785677.555232713),23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,241,98,27,116,125,0.407,0.112,0.519,50%-75%,241,29,0.12,45,0.187,0,0.0,10,0.041,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,0,0,0,0,0,0,0,0,80,85,76,0,0,0,0,241,2019-2020,1220,Garfield 16,298,140,0.917,0.019,35784.1,2477.9,741.9,39004.0,23,GARFIELD,Grand Valley Middle School,18.0,13:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,85,0,2823,1
2014-15_Grade 08_8274,2014-15,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),CMAS - English Language Arts and Math,English Language Arts,,Grade 08,66,724.121212121212,31.228938823575,0.931506849315,8274,1220,Garfield 16,N,Grand Valley Middle School,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707.0,60,80,3,Remote,"0364 SIPRELLE DRIVE, PARACHUTE, CO",39.4454274,-108.0182813,POINT (-12024540.070680585 4785677.555232713),23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,241,98,27,116,125,0.407,0.112,0.519,50%-75%,241,29,0.12,45,0.187,0,0.0,10,0.041,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,0,0,0,0,0,0,0,0,80,85,76,0,0,0,0,241,2019-2020,1220,Garfield 16,298,140,0.917,0.019,35784.1,2477.9,741.9,39004.0,23,GARFIELD,Grand Valley Middle School,18.0,13:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,76,0,2823,1
2015-16_Grade 06_8274,2015-16,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),Grade 06,66,725.19696969697,24.084607083535,0.945205479452,8274,1220,Garfield 16,N,Grand Valley Middle School,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707.0,60,80,3,Remote,"0364 SIPRELLE DRIVE, PARACHUTE, CO",39.4454274,-108.0182813,POINT (-12024540.070680585 4785677.555232713),23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,241,98,27,116,125,0.407,0.112,0.519,50%-75%,241,29,0.12,45,0.187,0,0.0,10,0.041,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,0,0,0,0,0,0,0,0,80,85,76,0,0,0,0,241,2019-2020,1220,Garfield 16,298,140,0.917,0.019,35784.1,2477.9,741.9,39004.0,23,GARFIELD,Grand Valley Middle School,18.0,13:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,80,0,2823,1
2015-16_Grade 07_8274,2015-16,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),CMAS - English Language Arts and Math,English Language Arts,,Grade 07,78,727.435897435897,28.836570280596,0.92,8274,1220,Garfield 16,N,Grand Valley Middle School,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707.0,60,80,3,Remote,"0364 SIPRELLE DRIVE, PARACHUTE, CO",39.4454274,-108.0182813,POINT (-12024540.070680585 4785677.555232713),23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,241,98,27,116,125,0.407,0.112,0.519,50%-75%,241,29,0.12,45,0.187,0,0.0,10,0.041,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,0,0,0,0,0,0,0,0,80,85,76,0,0,0,0,241,2019-2020,1220,Garfield 16,298,140,0.917,0.019,35784.1,2477.9,741.9,39004.0,23,GARFIELD,Grand Valley Middle School,18.0,13:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,85,0,2823,1
2015-16_Grade 08_8274,2015-16,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),CMAS - English Language Arts and Math,English Language Arts,,Grade 08,73,728.465753424658,30.692055700213,0.931818181818,8274,1220,Garfield 16,N,Grand Valley Middle School,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707.0,60,80,3,Remote,"0364 SIPRELLE DRIVE, PARACHUTE, CO",39.4454274,-108.0182813,POINT (-12024540.070680585 4785677.555232713),23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,241,98,27,116,125,0.407,0.112,0.519,50%-75%,241,29,0.12,45,0.187,0,0.0,10,0.041,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,0,0,0,0,0,0,0,0,80,85,76,0,0,0,0,241,2019-2020,1220,Garfield 16,298,140,0.917,0.019,35784.1,2477.9,741.9,39004.0,23,GARFIELD,Grand Valley Middle School,18.0,13:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,76,0,2823,1
2016-17_Grade 06_8274,2016-17,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),CMAS - English Language Arts and Math,English Language Arts,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),Grade 06,51,719.725490196078,24.261144599027,0.606741573033,8274,1220,Garfield 16,N,Grand Valley Middle School,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707.0,60,80,3,Remote,"0364 SIPRELLE DRIVE, PARACHUTE, CO",39.4454274,-108.0182813,POINT (-12024540.070680585 4785677.555232713),23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,241,98,27,116,125,0.407,0.112,0.519,50%-75%,241,29,0.12,45,0.187,0,0.0,10,0.041,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,0,0,0,0,0,0,0,0,80,85,76,0,0,0,0,241,2019-2020,1220,Garfield 16,298,140,0.917,0.019,35784.1,2477.9,741.9,39004.0,23,GARFIELD,Grand Valley Middle School,18.0,13:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,80,0,2823,1
2016-17_Grade 07_8274,2016-17,GARFIELD 16 (1220): GRAND VALLEY MIDDLE SCHOOL (8274),CMAS - English Language Arts and Math,English Language Arts,,Grade 07,44,725.522727272727,25.582960023261,0.69014084507,8274,1220,Garfield 16,N,Grand Valley Middle School,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707.0,60,80,3,Remote,"0364 SIPRELLE DRIVE, PARACHUTE, CO",39.4454274,-108.0182813,POINT (-12024540.070680585 4785677.555232713),23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,241,98,27,116,125,0.407,0.112,0.519,50%-75%,241,29,0.12,45,0.187,0,0.0,10,0.041,0,0.0,0,0.0,0,0.0,0,0.0,23,GARFIELD,1220,Garfield 16,Grand Valley Middle School,0,0,0,0,0,0,0,0,80,85,76,0,0,0,0,241,2019-2020,1220,Garfield 16,298,140,0.917,0.019,35784.1,2477.9,741.9,39004.0,23,GARFIELD,Grand Valley Middle School,18.0,13:1,1220,Garfield 16,0.0,0,75.0,52818,75.0,52818,0.0,85,0,2823,1
