Site ID,Site Type,Site Name,Status,Regions,Report Name,Report Submission Date,Report Submission Year,Site Join Date,Well-Child Visits 6 mos - 5 yrs,Books Distributed 6 mos - 5 yrs,Well-Child Visits 0-5 mos,Books Distributed 0-5 mos,Total Well Child Visits in 6 mths,Total Books Distributed in 6 mths,ABB Discrepancy,ABB Discrepancy Notes,W9 received,Physical Location: Line 1,Physical Location: Line 2,Physical Location: Line 3,Physical Location: City,Physical Location: State,Physical Location: Zip,Shipping Address: Line 1,Shipping Address: Line 2,Shipping Address: Line 3,Shipping Address: City,Shipping Address: State,Shipping Address: Zip,County,Trainer Name,Trainer Email,Training %,Total Trained,Insurance: Self Pay Uninsured,Insurance: Private Insurance,Insurance: Medicaid HMO Medicaid,Insurance: Medicare,Insurance: CHIP,Insurance: Tricare,Insurance: Other 1 - Please Specify,Insurance: Other 1,Insurance: Other 2 - Please Specify,Insurance: Other 2,Race: White,Race: Black or African American,Race: Hispanic or Latinx,Race: American Indian   Alaska Native,Race: Asian,Race: Native Hawaiian   Pacific Islander,Race: Multiracial   Biracial,Race: Unknown   Not Reported   Refused,Race: Other - Please Specify,Race: Other 1,Race: Other - Please Specify,Race: Other 2,Language: Amharic (Ethiopia),Language: Arabic,Language: American Sign Language (ASL),Language: Bengali,Language: Bosnian,Language: Burmese (SE Asia),Language: Cambodian,Language: Cape Verdean,Language: Chinese,Language: Dakota (Native American),Language: English,Language: French,Language: Greek,Language: Haitian Creole,Language: Hindi,Language: Hmong,Language: Italian,Language: Japanese,Language: Karen (SE Asia),Language: Korean,Language: Navajo,Language: Ojibwe (Native American),Language: Oromo (Ethiopia),Language: Polish,Language: Portuguese,Language: Russian,Language: Somali,Language: Spanish,Language: Swahili,Language: Tagalog,Language: Vietnamese,Language: Unknown   Not Reported,Language: Please Specify,Language: Other 1,Language: Please Specify,Language: Other 2
4288,Primary,Salud Family Health: Brighton  ,Active,Front Range (Annie),July 2019 Progress Report,8/29/2019,2019,12 1 2007,476,469,,0,476,469,,,Y,1860 Egbert St.,,,Brighton,CO,806012475,Benita Roybal,Salud Family Health Centers,1860 Egbert St,Brighton,CO,80601,Adams,Sonia Pankonin PA-C,spankonin@saludclinic.org,89%,8,4%,16%,71%,,8%,1%,,,,,24%,1%,71%,,3%,,,1%,,,,,,,,,,,,,,,63%,,,,,,,,,,,,,,,,,37%,,,,,,,,
4288,Primary,Salud Family Health: Brighton  ,Active,Front Range (Annie),January 2020 Progress Report,2/24/2020,2020,12 1 2007,508,510,,0,508,510,,,Y,1860 Egbert St.,,,Brighton,CO,806012475,Benita Roybal,Salud Family Health Centers,1860 Egbert St,Brighton,CO,80601,Adams,Sonia Pankonin PA-C,spankonin@saludclinic.org,89%,8,7%,12%,73%,,7%,1%,,,,,17%,2%,76%,,3%,,,2%,,,,,,,,,,,,,,,66%,,,,,,,,,,,,,,,,,26%,,,,8%,,,,
4288,Primary,Salud Family Health: Brighton  ,Active,Front Range (Annie),July 2020 Progress Report,9/1/2020,2020,12 1 2007,357,340,0,0,357,340,COVID-19,,Y,1860 Egbert St.,,,Brighton,CO,806012475,Benita Roybal,Salud Family Health Centers,1860 Egbert St,Brighton,CO,80601,Adams,Sonia Pankonin PA-C,spankonin@saludclinic.org,89%,8,2%,17%,72%,0%,8%,1%,,0%,,0%,13%,1%,83%,,1%,,,2%,,,,,,,,,,,,,,,62%,,,,,,,,,,,,,,,,,38%,,,,,,,,
4288,Primary,Salud Family Health: Brighton  ,Active,Front Range (Annie),January 2021 Progress Report,3/1/2021,2021,12 1 2007,462,450,0,0,462,450,COVID-19,Most of out visits are done over Telehealth visits. We just recently started bringing all WCC into clinic for physicals and evaluation.,Y,1860 Egbert St.,,,Brighton,CO,806012475,Benita Roybal,Salud Family Health Centers,1860 Egbert St,Brighton,CO,80601,Adams,Sonia Pankonin PA-C,spankonin@saludclinic.org,89%,8,2%,19%,77%,0%,1%,1%,,,,,18%,1%,76%,,3%,,,2%,,,,,,,,,,,,,,,63%,,,,,,,,,,,,,,,,,37%,,,,,,,,
4288,Primary,Salud Family Health: Brighton  ,Active,Front Range (Annie),July 2021 Progress Report,8/26/2021,2021,12 1 2007,373,360,150,0,523,360,COVID-19,,Y,1860 Egbert St.,,,Brighton,CO,806012475,Benita Roybal,Salud Family Health Centers,1860 Egbert St,Brighton,CO,80601,Adams,,,89%,8,4%,12%,79%,0%,5%,0%,,,,,,,78%,,,,,20%,,2%,,,,,,,,,,,,,58%,,,,,,,,,,,,,,,,,39%,,,,3%,,,,
4288,Primary,Salud Family Health: Brighton  ,Active,Front Range (Annie),January 2022 Progress Report,2/28/2022,2022,12 1 2007,311,323,0,0,311,323,COVID-19,,Y,1860 Egbert St.,,,Brighton,CO,806012475,Benita Roybal,Salud Family Health Centers,1860 Egbert St,Brighton,CO,80601,Adams,,,89%,8,3%,14%,78%,0%,5%,0%,,,,,,,82%,,,,,1%,,17%,,,,,,,,,,,,,65%,,,,,,,,,,,,,,,,,33%,,,,2%,,,,
4288,Primary,Salud Family Health: Brighton  ,Active,Front Range (Annie),July 2022 Progress Report,8/4/2022,2022,12 1 2007,297,300,115,0,412,300,COVID-19,,Y,1860 Egbert St.,,,Brighton,CO,806012475,Benita Roybal,Salud Family Health Centers,1860 Egbert St,Brighton,CO,80601,Adams,,,89%,8,3%,13%,80%,0%,4%,,,,,,,,84%,,,,14%,2%,,,,,,,,,,,,,,,57%,,,,,,,,,,,,,,,,,41%,,,,2%,,,,
4288,Primary,Salud Family Health: Brighton  ,Active,Front Range (Annie),Site Application,10/18/2007,2007,12 1 2007,810,810,,,810,810,,,Y,1860 Egbert St.,,,Brighton,CO,806012475,Benita Roybal,Salud Family Health Centers,1860 Egbert St,Brighton,CO,80601,Adams,,,89%,8,41%,15%,33%,,,,CHP+,5%,,,31%,1%,65%,,1%,,,,,,,,,,,,,,,,,,40%,,,,,,,,,,,,,,,,,30%,,,,,,,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2008 Progress Report,9/3/2008,2008,1 1 2008,759,662,,,759,662,Other (please explain below),,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,Public Health Nurse,100%,14,75%,2%,10%,,,,CHP+,13%,,,20%,20%,50%,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2009 Progress Report,3/13/2009,2009,1 1 2008,1518,1506,,,1518,1506,Other (please explain below),,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,Public Health Nurse,100%,14,75%,2%,10%,,,,CHP+,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2009 Progress Report,8/31/2009,2009,1 1 2008,1458,1450,,,1458,1450,,"We expect to begin operating Nurse Family Partnership as a satellite site sometime in September, 2009. We estimate that we will need funding for an additional 500 well child visits in the first 6-month period.",Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,Public Health Nurse,100%,14,70%,2%,15%,,,,CHP+,13%,,,30%,20%,40%,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2010 Progress Report,2/17/2010,2010,1 1 2008,1522,1529,,,1522,1529,Other (please explain below),"NFP started distributing ROR books in January, 2010. We will need more books to supply NFP, but it is difficult to estimate how many we will need -- maybe an additional 250?",Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,"Marian Greenway, RN",mgreenwa@tchd.org,100%,14,70%,2%,15%,,,,CHP+,13%,,,30%,20%,40%,,5%,,,,,,,,,2%,,,,,,,,,60%,2%,,,,,,,,,,,,,,,,30%,,,,,Various asian and african languages.,6%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2010 Progress Report,8/3/2010,2010,1 1 2008,1161,1197,,,1161,1197,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,"Marian Greenway, RN",mgreenwa@tchd.org,100%,14,75%,2%,10%,,,,CHP+,13%,,,30%,20%,40%,,5%,,,,,,,,,2%,,,,,,,,,60%,2%,,,,,,,,,,,,,,,,30%,,,,,"Various African, Asian, European",6%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2011 Progress Report,2/9/2011,2011,1 1 2008,1223,1208,,,1223,1208,Other (please explain below),"In Northglenn, the site coordinator was busy with other duties in November and December and did not keep up the book supply. There is now a different site coordinator in Northglenn who pays close attention to ROR operations.",Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,"Marian Greenway, RN",mgreenwa@tchd.org,100%,14,75%,2%,10%,,,,CHP+,13%,,,30%,20%,40%,,5%,,,,,,,,,3%,,,,,,,,,60%,2%,,,,,,,,,,,,,,,,30%,,,,,,5%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2011 Progress Report,8/10/2011,2011,1 1 2008,781,775,,,781,775,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,75%,2%,10%,,13%,,,,,,30%,20%,40%,1%,8%,1%,,,,,,,,3%,,,,,,,,,60%,2%,,,,,,,,,,,,,,,,30%,,,,,,5%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2012 Progress Report,3/15/2012,2012,1 1 2008,985,916,,,985,916,Program lapse due to ADMINISTRATIVE personnel changes,The site coordinator of Lone Tree missed a lot of work in November and December and did not keep the program going well. She is no longer with Tri-County and has been replaced by a new satellite site coordinator.,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,75%,2%,10%,,13%,,,,,,30%,20%,40%,,10%,,,,,,,,,2%,,,,,,,,,60%,2%,,,,,,,,,,,,,,,,30%,,,,,many different languages,6%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2012 Progress Report,8/15/2012,2012,1 1 2008,586,628,,,586,628,Other (please explain below),"I see that our nurses have been overly generous about giving out books! I reminded them to direct siblings to the gently used books, rather than giving them a Reach Out and Read book.
Lone Tree was the one exception, showing too few books given. The nurse who worked most of the Lone Tree clinics said she sometimes forgot to give books. We have reminded her again.",Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,75%,2%,10%,,13%,0%,,0%,,0%,35%,20%,35%,,10%,,,,,,,,,2%,,,,,,,,,60%,2%,,,,,,,,,,,,,,,,30%,,,,,many different languages,6%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2013 Progress Report,2/6/2013,2013,1 1 2008,720,660,,,720,660,,"The number of clients we serve has been dropping over the past few years as more people get primary care providers.
New health care reform laws went into effect 1 1 13. We are not sure yet how this will affect the numbers for our immunization clinics.",Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,78%,5%,12%,,5%,,,,,,35%,17%,35%,1%,10%,,,,,,,,,1%,,,,,,,,,65%,1%,,,,,,,,,,,,,,,,30%,,,,,many different languages,3%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2013 Progress Report,8/6/2013,2013,1 1 2008,527,560,,,527,560,Other (please explain below),Our numbers are typically higher in the fall than in the spring.,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,74%,1%,20%,,5%,0%,,,,,35%,17%,35%,1%,10%,,,,,,,,,1%,,,,,,,,,65%,1%,,,,,,,,,,,,,,,,30%,,,,,Many different languages,3%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2014 Progress Report,2/12/2014,2014,1 1 2008,689,693,,,689,693,Other (please explain below),"At our Englewood office, there was construction going on while the clinic was in operation during the months of November and December, 2013. This resulted in chaos, which may be why so many extra books were given away.",Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,65%,1%,30%,,4%,,,,,,32%,20%,35%,1%,10%,,,,,,,,,1%,,,,,,,,,65%,1%,,,,,,,,,,,,,,,,30%,,,,,Many different languages,3%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2014 Progress Report,8/15/2014,2014,1 1 2008,438,405,,,438,405,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,55%,1%,40%,,4%,,,,,,30%,20%,35%,1%,10%,,,,,,,,,1%,,,,,,,,,65%,1%,,,,,,,,,,,,,,,,30%,,,,,Many different languages,3%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2015 Progress Report,2/25/2015,2015,1 1 2008,611,598,,,611,598,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway RN,mgreenwa@tchd.org,100%,14,17%,2%,80%,,1%,0%,,0%,,0%,25%,20%,40%,1%,10%,,,,,,,,,2%,,,,,,,,,68%,1%,,,,,,,,,,,,,,,,25%,,,,,Many African & Asian languages,4%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2015 Progress Report,8/27/2015,2015,1 1 2008,338,385,,,338,385,Other (please explain below),"At the Englewood and Aurora locations, the number of books that were distributed was higher than the number of eligible children who were seen in the clinics. One of the nurses who works at both those clinics is overly enthusiastic and sometimes gives books to children even if they are not eligible. We will be addressing this issue with another round of staff education and problem solving.",Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,40%,2%,56%,,2%,0%,,0%,,0%,25%,25%,35%,1%,12%,,,,,,,,,3%,,,,,,,,,57%,2%,,,,,,,,,,,,,,,,30%,,,,,Many different languages,8%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2016 Progress Report,2/8/2016,2016,1 1 2008,549,502,,,549,502,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,"Marian Greenway, RN",mgreenwa@tchd.org,100%,14,23%,1%,73%,,1%,0%,Alaskan Native American,1%,Under-insured,1%,25%,21%,38%,1%,12%,,,,,,,,,2%,,,,,,,,,65%,1%,,,,,,,,,,,,,,,,28%,,,,,Many African & Asian languages,4%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2016 Progress Report,8/29/2016,2016,1 1 2008,279,277,,,279,277,Other (please explain below),"Lone Tree had staffing disruptions.
Westminster office was chaotic during their move to a new location.",Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,30%,4%,63%,,3%,0%,,,,,30%,14%,37%,2%,6%,,,,,,,,,3%,,,,,,,,,73%,2%,,,,,,,,,,,,,,,,15%,,,,,Many languages,7%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2017 Progress Report,2/23/2017,2017,1 1 2008,474,427,,,474,427,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,"Marian Greenway, RN",mgreenwa@tchd.org,100%,14,30%,2%,65%,,3%,0%,,,,,30%,14%,37%,2%,6%,,,,,,,,,2%,,,,,,,,,65%,1%,,,,,,,,,,,,,,,,20%,,,1%,,Numerous African and Asian Languages,11%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2017 Progress Report,8/24/2017,2017,1 1 2008,281,260,,,281,260,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,"Marian Greenway, RN",mgreenwa@tchd.org,100%,14,36%,7%,54%,,2%,0%,Native American Alaska Native,1%,,,38%,8%,32%,1%,6%,,,,,,,,,2%,,,,,,,,,58%,,,,,,,,,,,,,,,,,30%,,,,,"French, Russian, Vietnamese, Korean, Chinese and many other languages",10%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2018 Progress Report,3/2/2018,2018,1 1 2008,450,440,,,450,440,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Marian Greenway,mgreenwa@tchd.org,100%,14,38%,5%,55%,,2%,0%,,,,,36%,11%,38%,,5%,2%,,,marked undecided unknown,1%,,,,2%,,,,,,,,,58%,,,,,,,,,,,,,,,,,30%,,,,,"French, Russian, Vietnamese, Korean, Chinese, and many other languages",10%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2018 Progress Report,7/25/2018,2018,1 1 2008,650,635,,,650,635,,NFP program was removed as a satellite shortly before Progress Report due but has not yet completed application process to become own site (2 sites for North and South NFP). NFP reported 306 well child visits and 306 books given. This number was added to Main Site. Original Main Site report was 344 WCV and 329 books given.,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,"Susie Mitchell, RN",smitchell@tchd.org,100%,14,37%,15%,45%,,3%,0%,,,,,41%,11%,36%,1%,4%,1%,,,,,,,,1%,,,,,,,1%,,75%,,,,,,,,,,,,,,,,,17%,,,1%,,,5%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2019 Progress Report,2/26/2019,2019,1 1 2008,491,452,,,491,452,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,"Susie Mitchell, RN",smitchell@tchd.org,100%,14,49%,7%,41%,,3%,0%,,,,,18%,14%,50%,1%,7%,3%,,1%,,,,,,2%,,,,,,,1%,,55%,1%,,,,,,,,1%,,,,,,1%,,32%,,,1%,5%,"Amharic, Nepali, Tigrinya",1%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2019 Progress Report,8/8/2019,2019,1 1 2008,329,332,,,329,332,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Susie Mitchell,smitchell@tchd.org,100%,14,50%,2%,46%,,2%,,,,,,16%,18%,52%,1%,3%,2%,,1%,,,,,1%,1%,,,,,,,,,75%,1%,,,,,,,,,,,,,,,,20%,,,,,Nepali,1%,other languages combined,1%
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2020 Progress Report,2/18/2020,2020,1 1 2008,499,433,,,499,433,Other (please explain below),,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,Susie Mitchell,smitchell@tchd.org,100%,14,50%,7%,41%,,2%,,,,,,17%,16%,54%,1%,4%,1%,,,Undecided Unknown,1%,,,1%,1%,,,,,,,,,71%,,,,,,,,,,,,,,,,,22%,,,1%,,"other languages, including ASL",4%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2020 Progress Report,8/3/2020,2020,1 1 2008,270,258,0,0,270,258,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,,,100%,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2021 Progress Report,2/9/2021,2021,1 1 2008,443,459,138,,581,459,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,D'Ree Bobick,rbobick@tchd.org,100%,14,33%,13%,51%,0%,3%,,,,,,45%,4%,38%,1%,4%,1%,,2%,More than one race,5%,,,,,,,,,,,,,81%,,,,,,,,,,,,,,,,,16%,,,,,,,All other languages combined,3%
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2021 Progress Report,7/28/2021,2021,1 1 2008,187,219,44,0,231,219,COVID-19,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,,,100%,14,35%,14%,49%,0%,2%,,,,,,48%,5%,36%,,4%,,,0%,More than one race,6%,,,0%,,,,,,,,,,80%,1%,,,,,,,,,,,,,,,,15%,,,1%,1%,,,All other languages combined,2%
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",January 2022 Progress Report,2/28/2022,2022,1 1 2008,398,343,122,0,520,343,Insufficient funds to purchase all of the books needed,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,,,100%,14,34%,17%,47%,,2%,,,,,,41%,5%,35%,1%,6%,1%,,1%,Multiple race,10%,,,,1%,,,,,,,,,76%,,,,,,,,,,,,,,,,,17%,,,1%,,all other languages,5%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",July 2022 Progress Report,8/31/2022,2022,1 1 2008,241,234,26,0,267,234,COVID-19,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,,,100%,14,48%,4%,46%,0%,2%,,,,,,20%,14%,48%,0%,3%,3%,10%,2%,,,,,,3%,,,,,,,,,72%,,,,,,,,,,,,,,,,,19%,,,1%,,All Other,5%,,
4307,Primary,Tri County Health: Aurora  ,Active,"Front Range 2 (Jessie), Front Range (Annie)",Site Application,11/9/2007,2007,1 1 2008,4150,4150,,,4150,4150,,,Y,15400 east 14th Place,,,Aurora,CO,80011,D'Ree Bobick Debbie Gunther,Tri-County Health Dept,"15400 E 14th Place, Ste 115",Aurora,CO,80011,Arapahoe,,,100%,14,75%,2%,10%,,,,CHP+,13%,,,20%,20%,50%,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,,,,,10%,,
4307.2,Satellite,Tri County Health: Westminster  ,Active,"Front Range (Annie), Front Range 2 (Jessie)",July 2008 Progress Report,9/3/2008,2008,11 15 2007,239,207,,,239,207,,,N,Park Centre,1401 W 122nd Ave,Suite 200,Westminster,CO,80234,,,,,,,Adams,,,,,75%,2%,10%,,,,CHP+,13%,,,20%,20%,50%,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307.2,Satellite,Tri County Health: Westminster  ,Active,"Front Range (Annie), Front Range 2 (Jessie)",January 2009 Progress Report,3/13/2009,2009,11 15 2007,508,499,,,508,499,,,N,Park Centre,1401 W 122nd Ave,Suite 200,Westminster,CO,80234,,,,,,,Adams,,,,,75%,2%,10%,,,,CHP+,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307.2,Satellite,Tri County Health: Westminster  ,Active,"Front Range (Annie), Front Range 2 (Jessie)",July 2009 Progress Report,8/31/2009,2009,11 15 2007,502,500,,,502,500,,,N,Park Centre,1401 W 122nd Ave,Suite 200,Westminster,CO,80234,,,,,,,Adams,,,,,70%,2%,15%,,,,CHP+,13%,,,30%,20%,40%,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307.2,Satellite,Tri County Health: Westminster  ,Active,"Front Range (Annie), Front Range 2 (Jessie)",January 2010 Progress Report,2/17/2010,2010,11 15 2007,515,486,,,515,486,,,N,Park Centre,1401 W 122nd Ave,Suite 200,Westminster,CO,80234,,,,,,,Adams,,,,,70%,2%,15%,,,,CHP+,13%,,,30%,20%,40%,,5%,,,,,,,,,2%,,,,,,,,,60%,2%,,,,,,,,,,,,,,,,30%,,,,,Various asian and african languages.,6%,,
4307.2,Satellite,Tri County Health: Westminster  ,Active,"Front Range (Annie), Front Range 2 (Jessie)",July 2010 Progress Report,8/3/2010,2010,11 15 2007,378,360,,,378,360,,,N,Park Centre,1401 W 122nd Ave,Suite 200,Westminster,CO,80234,,,,,,,Adams,,,,,75%,2%,10%,,,,CHP+,13%,,,30%,20%,40%,,5%,,,,,,,,,2%,,,,,,,,,60%,2%,,,,,,,,,,,,,,,,30%,,,,,"Various African, Asian, European",6%,,
